JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,text,clean
CSA-E-016,Cloud Security Analyst,Experienced,4-7,AWS Security; Azure Security; GCP Security; SIEM Tools; Firewall Management; Incident Response,Secure multi-cloud environments; Perform cloud-specific penetration testing; Collaborate with DevOps teams; Monitor compliance with cloud policies,Cloud Security; Penetration Testing; Compliance; SIEM; Risk Management,Cloud Security Analyst AWS Security; Azure Security; GCP Security; SIEM Tools; Firewall Management; Incident Response Secure multi-cloud environments; Perform cloud-specific penetration testing; Collaborate with DevOps teams; Monitor compliance with cloud policies Cloud Security; Penetration Testing; Compliance; SIEM; Risk Management,cloud security analyst aws security; azure security; gcp security; siem tools; firewall management; incident response secure multi-cloud environments; perform cloud-specific penetration testing; collaborate with devops teams; monitor compliance with cloud policies cloud security; penetration testing; compliance; siem; risk management
CSA-E-017,Information Security Specialist,Experienced,3-5,Vulnerability Management; Threat Intelligence; Splunk; QRadar; Python; Incident Response,Conduct vulnerability assessments; Respond to advanced threats; Develop threat intelligence reports; Automate incident response scripts,Threat Intelligence; Incident Response; Vulnerability Assessment; SIEM; SOC,Information Security Specialist Vulnerability Management; Threat Intelligence; Splunk; QRadar; Python; Incident Response Conduct vulnerability assessments; Respond to advanced threats; Develop threat intelligence reports; Automate incident response scripts Threat Intelligence; Incident Response; Vulnerability Assessment; SIEM; SOC,information security specialist vulnerability management; threat intelligence; splunk; qradar; python; incident response conduct vulnerability assessments; respond to advanced threats; develop threat intelligence reports; automate incident response scripts threat intelligence; incident response; vulnerability assessment; siem; soc
CSA-E-018,Cyber Defense Analyst,Experienced,4-8,SOC Operations; Threat Hunting; SIEM Tools; Compliance Auditing; Firewall Management; Malware Analysis,Monitor SOC; Hunt advanced persistent threats; Conduct malware reverse engineering; Ensure compliance with PCI-DSS,SOC; Threat Hunting; Malware Analysis; Compliance; Incident Response,Cyber Defense Analyst SOC Operations; Threat Hunting; SIEM Tools; Compliance Auditing; Firewall Management; Malware Analysis Monitor SOC; Hunt advanced persistent threats; Conduct malware reverse engineering; Ensure compliance with PCI-DSS SOC; Threat Hunting; Malware Analysis; Compliance; Incident Response,cyber defense analyst soc operations; threat hunting; siem tools; compliance auditing; firewall management; malware analysis monitor soc; hunt advanced persistent threats; conduct malware reverse engineering; ensure compliance with pci-dss soc; threat hunting; malware analysis; compliance; incident response
CSA-E-019,Senior Incident Response Analyst,Experienced,5-9,Incident Response; Malware Analysis; Forensics; Threat Hunting; Splunk; QRadar,Lead incident investigations; Perform digital forensics; Coordinate response teams; Develop incident response playbooks,Incident Response; Forensics; Malware Analysis; Threat Hunting; SOC,Senior Incident Response Analyst Incident Response; Malware Analysis; Forensics; Threat Hunting; Splunk; QRadar Lead incident investigations; Perform digital forensics; Coordinate response teams; Develop incident response playbooks Incident Response; Forensics; Malware Analysis; Threat Hunting; SOC,senior incident response analyst incident response; malware analysis; forensics; threat hunting; splunk; qradar lead incident investigations; perform digital forensics; coordinate response teams; develop incident response playbooks incident response; forensics; malware analysis; threat hunting; soc
CSA-E-020,Principal Security Analyst,Experienced,7-10,Leadership; Risk Management; SIEM Tools; Cloud Security; Compliance; Advanced Threat Detection,Manage enterprise security strategy; Lead large-scale security operations; Oversee compliance with multiple frameworks; Mentor junior analysts,Leadership; Risk Management; Cloud Security; SIEM; Threat Hunting; Compliance,Principal Security Analyst Leadership; Risk Management; SIEM Tools; Cloud Security; Compliance; Advanced Threat Detection Manage enterprise security strategy; Lead large-scale security operations; Oversee compliance with multiple frameworks; Mentor junior analysts Leadership; Risk Management; Cloud Security; SIEM; Threat Hunting; Compliance,principal security analyst leadership; risk management; siem tools; cloud security; compliance; advanced threat detection manage enterprise security strategy; lead large-scale security operations; oversee compliance with multiple frameworks; mentor junior analysts leadership; risk management; cloud security; siem; threat hunting; compliance
DA001,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Hypothesis testing; Regression,Assist in analyzing datasets; Create dashboards; Perform data cleaning; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Reporting; Dashboard,Data Analyst - Fresher SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Hypothesis testing; Regression Assist in analyzing datasets; Create dashboards; Perform data cleaning; Support reporting tasks Data Analytics; BI; Entry-Level; Fresher; Reporting; Dashboard,data analyst - fresher sql; python; r; sas; tableau; power bi; matplotlib; seaborn; excel charts; pandas; mysql; postgresql; hadoop; spark basics; hypothesis testing; regression assist in analyzing datasets; create dashboards; perform data cleaning; support reporting tasks data analytics; bi; entry-level; fresher; reporting; dashboard
DA002,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Basic statistics,Perform data extraction and cleaning; Create visualizations; Assist in generating business insights,Data Analytics; BI; Entry-Level; Fresher; Visualization; Reporting,Data Analyst - Fresher SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop; Spark basics; Basic statistics Perform data extraction and cleaning; Create visualizations; Assist in generating business insights Data Analytics; BI; Entry-Level; Fresher; Visualization; Reporting,data analyst - fresher sql; python; r; tableau; power bi; excel charts; pandas; mysql; postgresql; hadoop; spark basics; basic statistics perform data extraction and cleaning; create visualizations; assist in generating business insights data analytics; bi; entry-level; fresher; visualization; reporting
DA003,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop; Spark basics; Regression; Hypothesis testing,Assist with data cleaning and exploratory data analysis; Create reports; Perform visualizations for internship projects,Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Cleaning,Data Analyst - Fresher SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop; Spark basics; Regression; Hypothesis testing Assist with data cleaning and exploratory data analysis; Create reports; Perform visualizations for internship projects Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Cleaning,data analyst - fresher sql; python; r; sas; tableau; power bi; matplotlib; seaborn; pandas; excel functions; mysql; postgresql; hadoop; spark basics; regression; hypothesis testing assist with data cleaning and exploratory data analysis; create reports; perform visualizations for internship projects data analytics; bi; entry-level; fresher; reporting; data cleaning
DA004,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Support data extraction and cleaning; Generate dashboards and insights for small projects,Data Analytics; BI; Entry-Level; Fresher; Visualization; Dashboard,Data Analyst - Fresher SQL; Python; R; Tableau; Power BI; Excel; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing Support data extraction and cleaning; Generate dashboards and insights for small projects Data Analytics; BI; Entry-Level; Fresher; Visualization; Dashboard,data analyst - fresher sql; python; r; tableau; power bi; excel; pandas; mysql; postgresql; hadoop basics; spark basics; regression; hypothesis testing support data extraction and cleaning; generate dashboards and insights for small projects data analytics; bi; entry-level; fresher; visualization; dashboard
DA005,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Assist in cleaning datasets; Build simple dashboards; Perform exploratory analysis; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Dashboard; Data Cleaning,Data Analyst - Fresher SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing Assist in cleaning datasets; Build simple dashboards; Perform exploratory analysis; Support reporting tasks Data Analytics; BI; Entry-Level; Fresher; Dashboard; Data Cleaning,data analyst - fresher sql; python; r; sas; tableau; power bi; matplotlib; seaborn; pandas; mysql; postgresql; hadoop basics; spark basics; regression; hypothesis testing assist in cleaning datasets; build simple dashboards; perform exploratory analysis; support reporting tasks data analytics; bi; entry-level; fresher; dashboard; data cleaning
DA006,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,"Support teams in analyzing datasets; Perform data cleaning; Visualize insights using Tableau, Power BI, and Python",Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Visualization,"Data Analyst - Fresher SQL; Python; R; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing Support teams in analyzing datasets; Perform data cleaning; Visualize insights using Tableau, Power BI, and Python Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Visualization","data analyst - fresher sql; python; r; tableau; power bi; matplotlib; seaborn; pandas; excel functions; mysql; postgresql; hadoop basics; spark basics; regression; hypothesis testing support teams in analyzing datasets; perform data cleaning; visualize insights using tableau, power bi, and python data analytics; bi; entry-level; fresher; reporting; data visualization"
DA007,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Assist in ETL processes; Perform data cleaning; Build dashboards for small projects,Data Analytics; BI; Entry-Level; Fresher; ETL; Dashboard,Data Analyst - Fresher SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing Assist in ETL processes; Perform data cleaning; Build dashboards for small projects Data Analytics; BI; Entry-Level; Fresher; ETL; Dashboard,data analyst - fresher sql; python; r; tableau; power bi; excel charts; pandas; mysql; postgresql; hadoop basics; spark basics; regression; hypothesis testing assist in etl processes; perform data cleaning; build dashboards for small projects data analytics; bi; entry-level; fresher; etl; dashboard
DA008,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Perform data cleaning; Generate dashboards; Assist in exploratory analysis using Python and Excel,Data Analytics; BI; Entry-Level; Fresher; Data Cleaning; Dashboard,Data Analyst - Fresher SQL; Python; R; Tableau; Power BI; Excel charts; Pandas; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing Perform data cleaning; Generate dashboards; Assist in exploratory analysis using Python and Excel Data Analytics; BI; Entry-Level; Fresher; Data Cleaning; Dashboard,data analyst - fresher sql; python; r; tableau; power bi; excel charts; pandas; mysql; postgresql; hadoop basics; spark basics; regression; hypothesis testing perform data cleaning; generate dashboards; assist in exploratory analysis using python and excel data analytics; bi; entry-level; fresher; data cleaning; dashboard
DA009,Data Analyst - Fresher,Entry-Level,0–1 year,SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing,Assist teams with SQL queries; Process data using Python; Build visual dashboards for analytics projects,Data Analytics; BI; Entry-Level; Fresher; Data Visualization; Reporting,Data Analyst - Fresher SQL; Python; R; SAS; Tableau; Power BI; Matplotlib; Seaborn; Pandas; Excel functions; MySQL; PostgreSQL; Hadoop basics; Spark basics; Regression; Hypothesis testing Assist teams with SQL queries; Process data using Python; Build visual dashboards for analytics projects Data Analytics; BI; Entry-Level; Fresher; Data Visualization; Reporting,data analyst - fresher sql; python; r; sas; tableau; power bi; matplotlib; seaborn; pandas; excel functions; mysql; postgresql; hadoop basics; spark basics; regression; hypothesis testing assist teams with sql queries; process data using python; build visual dashboards for analytics projects data analytics; bi; entry-level; fresher; data visualization; reporting
DA010,Data Analyst - Experienced,Senior-Level,4–8 years,Predictive modeling; Machine learning algorithms; A/B testing; Time-series analysis; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead analytics projects; Develop predictive models; Optimize ETL pipelines; Create advanced dashboards for stakeholders,Data Analytics; BI; Senior-Level; Predictive Modeling; Reporting; ETL,Data Analyst - Experienced Predictive modeling; Machine learning algorithms; A/B testing; Time-series analysis; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka Lead analytics projects; Develop predictive models; Optimize ETL pipelines; Create advanced dashboards for stakeholders Data Analytics; BI; Senior-Level; Predictive Modeling; Reporting; ETL,data analyst - experienced predictive modeling; machine learning algorithms; a/b testing; time-series analysis; advanced sql; python; r; sas; tableau; power bi; looker; google data studio; etl; bigquery; snowflake; redshift; hadoop; spark; kafka lead analytics projects; develop predictive models; optimize etl pipelines; create advanced dashboards for stakeholders data analytics; bi; senior-level; predictive modeling; reporting; etl
DA011,Data Analyst - Experienced,Senior-Level,5–9 years,Predictive modeling; Machine learning; Time-series forecasting; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; ETL; Data warehousing; Hadoop; Spark; Kafka; Hypothesis testing; Statistical modeling,Design and implement advanced analytics solutions; Optimize database performance; Generate actionable insights for business teams,Data Analytics; BI; Senior-Level; Advanced Analytics; ETL; Dashboards,Data Analyst - Experienced Predictive modeling; Machine learning; Time-series forecasting; Advanced SQL; Python; R; SAS; Tableau; Power BI; Looker; ETL; Data warehousing; Hadoop; Spark; Kafka; Hypothesis testing; Statistical modeling Design and implement advanced analytics solutions; Optimize database performance; Generate actionable insights for business teams Data Analytics; BI; Senior-Level; Advanced Analytics; ETL; Dashboards,data analyst - experienced predictive modeling; machine learning; time-series forecasting; advanced sql; python; r; sas; tableau; power bi; looker; etl; data warehousing; hadoop; spark; kafka; hypothesis testing; statistical modeling design and implement advanced analytics solutions; optimize database performance; generate actionable insights for business teams data analytics; bi; senior-level; advanced analytics; etl; dashboards
DA012,Data Analyst - Experienced,Senior-Level,6+ years,Predictive modeling; Advanced analytics; Machine learning; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead business intelligence projects; Develop predictive models; Manage ETL processes; Mentor junior analysts,Data Analytics; BI; Senior-Level; Predictive Modeling; ETL; Leadership,Data Analyst - Experienced Predictive modeling; Advanced analytics; Machine learning; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka Lead business intelligence projects; Develop predictive models; Manage ETL processes; Mentor junior analysts Data Analytics; BI; Senior-Level; Predictive Modeling; ETL; Leadership,data analyst - experienced predictive modeling; advanced analytics; machine learning; sql; python; r; sas; tableau; power bi; looker; google data studio; etl pipelines; bigquery; snowflake; redshift; hadoop; spark; kafka lead business intelligence projects; develop predictive models; manage etl processes; mentor junior analysts data analytics; bi; senior-level; predictive modeling; etl; leadership
DA013,Data Analyst - Experienced,Senior-Level,5–8 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL workflows; Data engineering; Hadoop; Spark; Kafka,Develop advanced dashboards; Optimize SQL queries; Implement ETL workflows; Provide data-driven recommendations to business leaders,Data Analytics; BI; Senior-Level; Dashboards; ETL; Reporting,Data Analyst - Experienced Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL workflows; Data engineering; Hadoop; Spark; Kafka Develop advanced dashboards; Optimize SQL queries; Implement ETL workflows; Provide data-driven recommendations to business leaders Data Analytics; BI; Senior-Level; Dashboards; ETL; Reporting,data analyst - experienced advanced sql; python; r; predictive modeling; machine learning; tableau; power bi; looker; google data studio; etl workflows; data engineering; hadoop; spark; kafka develop advanced dashboards; optimize sql queries; implement etl workflows; provide data-driven recommendations to business leaders data analytics; bi; senior-level; dashboards; etl; reporting
DA014,Data Analyst - Experienced,Senior-Level,6–10 years,Predictive modeling; Machine learning; Advanced analytics; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; ETL; Predictive Modeling,Data Analyst - Experienced Predictive modeling; Machine learning; Advanced analytics; SQL; Python; R; SAS; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts Data Analytics; BI; Senior-Level; Leadership; ETL; Predictive Modeling,data analyst - experienced predictive modeling; machine learning; advanced analytics; sql; python; r; sas; tableau; power bi; looker; google data studio; etl pipelines; bigquery; snowflake; redshift; hadoop; spark; kafka lead analytics and bi projects; manage data pipelines; develop predictive models; mentor junior analysts data analytics; bi; senior-level; leadership; etl; predictive modeling
DA015,Data Analyst - Experienced,Senior-Level,5–9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Design and implement analytics dashboards; Optimize data workflows; Lead data initiatives across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Predictive Analytics,Data Analyst - Experienced Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; Google Data Studio; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka Design and implement analytics dashboards; Optimize data workflows; Lead data initiatives across teams Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Predictive Analytics,data analyst - experienced advanced sql; python; r; predictive modeling; machine learning; tableau; power bi; looker; google data studio; etl pipelines; bigquery; snowflake; hadoop; spark; kafka design and implement analytics dashboards; optimize data workflows; lead data initiatives across teams data analytics; bi; senior-level; dashboards; data engineering; predictive analytics
DA016,Data Analyst - Experienced,Senior-Level,7+ years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka,Lead analytics initiatives; Design predictive models; Manage ETL pipelines; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL,Data Analyst - Experienced Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Redshift; Hadoop; Spark; Kafka Lead analytics initiatives; Design predictive models; Manage ETL pipelines; Mentor junior analysts Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL,data analyst - experienced advanced sql; python; r; predictive modeling; machine learning; tableau; power bi; looker; etl pipelines; bigquery; snowflake; redshift; hadoop; spark; kafka lead analytics initiatives; design predictive models; manage etl pipelines; mentor junior analysts data analytics; bi; senior-level; leadership; predictive analytics; etl
DA017,Data Analyst - Experienced,Senior-Level,6+ years,Advanced SQL; Python; R; SAS; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Modeling,Data Analyst - Experienced Advanced SQL; Python; R; SAS; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Modeling,data analyst - experienced advanced sql; python; r; sas; predictive modeling; machine learning; tableau; power bi; looker; etl pipelines; bigquery; snowflake; hadoop; spark; kafka manage large-scale analytics projects; implement predictive models; optimize sql and etl workflows; provide insights to business leadership data analytics; bi; senior-level; dashboards; etl; predictive modeling
DA018,Data Analyst - Experienced,Senior-Level,5–9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Design and implement analytics dashboards; Optimize data workflows; Lead data projects across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Reporting,Data Analyst - Experienced Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka Design and implement analytics dashboards; Optimize data workflows; Lead data projects across teams Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Reporting,data analyst - experienced advanced sql; python; r; predictive modeling; machine learning; tableau; power bi; looker; etl pipelines; bigquery; snowflake; hadoop; spark; kafka design and implement analytics dashboards; optimize data workflows; lead data projects across teams data analytics; bi; senior-level; dashboards; data engineering; reporting
DA019,Data Analyst - Experienced,Senior-Level,6–10 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL,Data Analyst - Experienced Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL,data analyst - experienced advanced sql; python; r; predictive modeling; machine learning; tableau; power bi; looker; etl pipelines; bigquery; snowflake; hadoop; spark; kafka lead analytics and bi projects; manage data pipelines; develop predictive models; mentor junior analysts data analytics; bi; senior-level; leadership; predictive analytics; etl
DA020,Data Analyst - Experienced,Senior-Level,5–9 years,Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Analytics,Data Analyst - Experienced Advanced SQL; Python; R; Predictive modeling; Machine learning; Tableau; Power BI; Looker; ETL pipelines; BigQuery; Snowflake; Hadoop; Spark; Kafka Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Analytics,data analyst - experienced advanced sql; python; r; predictive modeling; machine learning; tableau; power bi; looker; etl pipelines; bigquery; snowflake; hadoop; spark; kafka manage large-scale analytics projects; implement predictive models; optimize sql and etl workflows; provide insights to business leadership data analytics; bi; senior-level; dashboards; etl; predictive analytics
DE-F-001,Data Engineer,Fresher,0-1,Python; Java Basics; SQL; PostgreSQL; MongoDB; Hadoop Basics; Spark Basics; ETL Fundamentals; AWS Basics; Azure Fundamentals,Assist in developing basic ETL pipelines; Support database management tasks; Work on structured and unstructured data; Collaborate with senior engineers on big data tools; Learn and apply cloud platform fundamentals,Python; SQL; ETL; Big Data; AWS; Hadoop; MongoDB; Data Engineering Fundamentals,Data Engineer Python; Java Basics; SQL; PostgreSQL; MongoDB; Hadoop Basics; Spark Basics; ETL Fundamentals; AWS Basics; Azure Fundamentals Assist in developing basic ETL pipelines; Support database management tasks; Work on structured and unstructured data; Collaborate with senior engineers on big data tools; Learn and apply cloud platform fundamentals Python; SQL; ETL; Big Data; AWS; Hadoop; MongoDB; Data Engineering Fundamentals,data engineer python; java basics; sql; postgresql; mongodb; hadoop basics; spark basics; etl fundamentals; aws basics; azure fundamentals assist in developing basic etl pipelines; support database management tasks; work on structured and unstructured data; collaborate with senior engineers on big data tools; learn and apply cloud platform fundamentals python; sql; etl; big data; aws; hadoop; mongodb; data engineering fundamentals
DE-F-002,Data Engineer,Fresher,0-1,Python; Scala Basics; MySQL; MongoDB; Airflow Basics; Linux; Spark Fundamentals; Data Modeling Basics,Assist in building simple data pipelines; Support ETL processes; Perform data cleaning and preprocessing; Help in maintaining NoSQL and relational databases; Participate in data modeling exercises,ETL; Python; SQL; Airflow; Data Cleaning; MongoDB; Spark Basics,Data Engineer Python; Scala Basics; MySQL; MongoDB; Airflow Basics; Linux; Spark Fundamentals; Data Modeling Basics Assist in building simple data pipelines; Support ETL processes; Perform data cleaning and preprocessing; Help in maintaining NoSQL and relational databases; Participate in data modeling exercises ETL; Python; SQL; Airflow; Data Cleaning; MongoDB; Spark Basics,data engineer python; scala basics; mysql; mongodb; airflow basics; linux; spark fundamentals; data modeling basics assist in building simple data pipelines; support etl processes; perform data cleaning and preprocessing; help in maintaining nosql and relational databases; participate in data modeling exercises etl; python; sql; airflow; data cleaning; mongodb; spark basics
DE-F-003,Data Engineer,Fresher,0-1,Python; Java; PostgreSQL; MongoDB; AWS S3 Basics; Azure Basics; Hadoop Fundamentals; Analytical Thinking,Work with structured query languages; Support pipeline development; Assist in cloud data storage integration; Collaborate with developers on data validation; Apply problem-solving to debug issues,Python; SQL; PostgreSQL; AWS; Hadoop; ETL Fundamentals,Data Engineer Python; Java; PostgreSQL; MongoDB; AWS S3 Basics; Azure Basics; Hadoop Fundamentals; Analytical Thinking Work with structured query languages; Support pipeline development; Assist in cloud data storage integration; Collaborate with developers on data validation; Apply problem-solving to debug issues Python; SQL; PostgreSQL; AWS; Hadoop; ETL Fundamentals,data engineer python; java; postgresql; mongodb; aws s3 basics; azure basics; hadoop fundamentals; analytical thinking work with structured query languages; support pipeline development; assist in cloud data storage integration; collaborate with developers on data validation; apply problem-solving to debug issues python; sql; postgresql; aws; hadoop; etl fundamentals
DE-F-004,Data Engineer,Fresher,0-1,SQL; Python; Java Basics; MongoDB; Hadoop Basics; Data Structures; ETL Tools Introduction,Assist in maintaining data warehouses; Perform SQL query optimization under guidance; Help in data ingestion tasks; Learn workflow orchestration basics; Support analytics team with clean data,Python; SQL; ETL; Data Warehousing; Hadoop Basics,Data Engineer SQL; Python; Java Basics; MongoDB; Hadoop Basics; Data Structures; ETL Tools Introduction Assist in maintaining data warehouses; Perform SQL query optimization under guidance; Help in data ingestion tasks; Learn workflow orchestration basics; Support analytics team with clean data Python; SQL; ETL; Data Warehousing; Hadoop Basics,data engineer sql; python; java basics; mongodb; hadoop basics; data structures; etl tools introduction assist in maintaining data warehouses; perform sql query optimization under guidance; help in data ingestion tasks; learn workflow orchestration basics; support analytics team with clean data python; sql; etl; data warehousing; hadoop basics
DE-F-005,Data Engineer,Fresher,0-1,Python; Scala Basics; PostgreSQL; MongoDB; Airflow Fundamentals; Spark Basics; AWS Beginner,Assist in building simple pipelines; Support cloud migration projects; Perform basic ETL workflows; Work with structured and unstructured data formats; Support data validation tasks,SQL; ETL; Python; MongoDB; Airflow; AWS; Spark Basics,Data Engineer Python; Scala Basics; PostgreSQL; MongoDB; Airflow Fundamentals; Spark Basics; AWS Beginner Assist in building simple pipelines; Support cloud migration projects; Perform basic ETL workflows; Work with structured and unstructured data formats; Support data validation tasks SQL; ETL; Python; MongoDB; Airflow; AWS; Spark Basics,data engineer python; scala basics; postgresql; mongodb; airflow fundamentals; spark basics; aws beginner assist in building simple pipelines; support cloud migration projects; perform basic etl workflows; work with structured and unstructured data formats; support data validation tasks sql; etl; python; mongodb; airflow; aws; spark basics
